ROUTE_ID,MEASURE,DISTANCE,ELEV,LATITUDE,LONGITUDE
4,4422.39942,0.888054,1430.934692,38.589709,-109.544059
3,2679.255495,0.016457,1384.378418,38.589523,-109.532983
3,2679.255495,0.016457,1384.378418,38.589523,-109.532983
3,2679.266486,0.015666,1384.378418,38.589523,-109.532983
3,2679.266486,0.015666,1384.378418,38.589523,-109.532983
4,4442.014498,0.264551,1437.530762,38.589718,-109.544283
4,4412.053536,0.401111,1430.767334,38.589713,-109.543947
4,4417.170806,0.694001,1430.471558,38.589719,-109.544004
4,4447.060188,0.421217,1439.047852,38.58973,-109.544338
4,4069.019237,0.798832,1421.813354,38.589698,-109.541951
4,4452.0182,0.273379,1440.807495,38.589743,-109.544393
3,2684.289379,-0.357798,1383.76709,38.589553,-109.533025
3,2684.289379,-0.357798,1383.76709,38.589553,-109.533025
3,2684.300982,-0.356273,1383.76709,38.589553,-109.533025
3,2684.300982,-0.356273,1383.76709,38.589553,-109.533025
4,4457.028367,0.324144,1441.927246,38.589758,-109.544447
4,4461.983981,0.064055,1442.312744,38.589777,-109.544499
4,4064.020859,0.803505,1422.209473,38.589742,-109.541962
3,2689.387488,-0.576377,1384.383057,38.589593,-109.533052
3,2689.398431,-0.572231,1384.383057,38.589593,-109.533052
4,4466.994154,-0.174407,1442.609009,38.589806,-109.544542
4,4059.024196,0.789034,1423.111328,38.589786,-109.541974
4,4471.976025,0.076731,1443.723877,38.589834,-109.544588
3,2694.55907,-0.805006,1385.879272,38.589636,-109.533068
3,2694.55907,-0.805006,1385.879272,38.589636,-109.533068
3,2694.567652,-0.806961,1385.879272,38.589636,-109.533068
3,2694.567652,-0.806961,1385.879272,38.589636,-109.533068
4,4477.116882,0.508873,1445.281616,38.589843,-109.544643
4,4481.999864,0.219294,1446.877319,38.589859,-109.544697
4,4487.025936,0.328132,1447.881836,38.589874,-109.544751
4,4054.049342,0.755787,1423.747925,38.58983,-109.541988
3,2699.610219,-0.8591,1387.331787,38.58968,-109.533078
3,2699.610219,-0.8591,1387.331787,38.58968,-109.533078
3,2699.620007,-0.860609,1387.331787,38.589681,-109.533078
3,2699.620007,-0.860609,1387.331787,38.589681,-109.533078
4,4492.029328,0.334734,1448.786865,38.589888,-109.544805
4,4497.032244,0.361492,1450.495483,38.589902,-109.54486
4,4502.037742,0.371588,1451.703857,38.589914,-109.544915
4,4049.284043,0.331461,1424.441528,38.589869,-109.542015
3,2784.425991,0.567208,1386.229004,38.589729,-109.533675
3,2784.425991,0.567208,1386.229004,38.589729,-109.533675
3,2784.5385,0.559504,1386.229004,38.589729,-109.533676
3,2784.5385,0.559504,1386.229004,38.589729,-109.533676
4,4507.013134,0.23807,1452.423828,38.589928,-109.54497
3,2780.140142,1.083399,1386.250366,38.589734,-109.53362
3,2780.140142,1.083399,1386.250366,38.589734,-109.53362
3,2780.01886,1.093257,1386.240845,38.589734,-109.533619
3,2780.01886,1.093257,1386.240845,38.589734,-109.533619
3,2704.775812,-0.975592,1389.455078,38.589725,-109.533079
3,2704.775812,-0.975592,1389.455078,38.589725,-109.533079
3,2704.784515,-0.966697,1389.455078,38.589725,-109.533079
3,2704.784515,-0.966697,1389.455078,38.589725,-109.533079
3,2789.335968,0.406389,1386.633911,38.589739,-109.533731
3,2789.453123,0.405161,1386.633911,38.589739,-109.533732
3,2794.377706,0.516192,1387.354858,38.589748,-109.533787
3,2794.377706,0.516192,1387.354858,38.589748,-109.533787
3,2794.492314,0.516112,1387.354858,38.589748,-109.533788
3,2794.492314,0.516112,1387.354858,38.589748,-109.533788
3,2799.402109,0.567832,1388.062256,38.589753,-109.533844
3,2799.402109,0.567832,1388.062256,38.589753,-109.533844
3,2799.524501,0.569882,1388.062256,38.589753,-109.533845
3,2799.524501,0.569882,1388.062256,38.589753,-109.533845
3,2804.419326,0.597321,1388.785889,38.589756,-109.533901
3,2804.419326,0.597321,1388.785889,38.589756,-109.533901
3,2804.541617,0.597489,1388.908203,38.589756,-109.533903
3,2804.541617,0.597489,1388.908203,38.589756,-109.533903
4,4044.33998,-0.121706,1423.868164,38.589897,-109.542059
3,2809.42338,0.600146,1389.905518,38.589759,-109.533959
3,2809.42338,0.600146,1389.905518,38.589759,-109.533959
3,2809.545531,0.60098,1390.213135,38.589759,-109.53396
3,2809.545531,0.60098,1390.213135,38.589759,-109.53396
4,4511.980612,0.074436,1452.683594,38.589951,-109.54502
